task_json,thinking,subtask_json
"{""task"": ""Audit all Nalanda exterior lights for damage"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The task is to ""Audit all Nalanda exterior lights for damage"". This implies a comprehensive check of the entire exterior. The ""Routine"" strategy (serial scan of walls + centroid) is most appropriate for a full audit.
2. Token Selection: A full exterior audit typically involves checking all walls and the centroid. This would be 4 walls + 1 centroid = 5 tasks. This fits within the MAX 5 subtasks limit.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verb ""Audit"" can be replaced with ""Inspect"" or ""Scan"" for clarity in drone operations. ""Inspect"" seems more fitting for damage audit.","{""subtasks"": [{""id"": 1, ""task"": ""Inspect Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Inspect Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Inspect Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Inspect Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Inspect Centroid of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Scan all Nalanda walls for impact damage"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to ""Scan all Nalanda walls"". This implies a comprehensive scan of the building's perimeter. The ""ROUTINE"" strategy (serial scanning of walls and centroid) is most appropriate.
2. Token Selection: The request specifies scanning ""all walls"". A rectangular building has 4 walls. A routine scan typically includes the centroid. This results in 4 Wall scans + 1 Centroid scan = 5 tasks. This fits within the MAX 5 subtasks limit. No pruning is necessary.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verbs should be specific (e.g., ""Scan"", ""Overhead Centroid View""). The level is ""mid"" as we are scanning specific structural components. Dependencies will be sequential for the walls, with the centroid scan depending on the last wall scan.","{""subtasks"": [{""id"": 1, ""task"": ""Scan Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Scan Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Scan Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Scan Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Check for rust stains on all Nalanda concrete surfaces"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to check ""all concrete surfaces"" of a ""Rectangular"" building. This implies a comprehensive scan of the exterior. The ""ROUTINE"" strategy (serial scan of walls and centroid) is most appropriate.
2. Token Selection: A full scan of a rectangular building typically involves checking its four walls and the centroid. This results in 5 subtasks (4 walls + 1 centroid). This fits within the MAX 5 subtasks limit. No pruning is necessary.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verbs should be specific. ""Check for rust stains"" can be translated to ""Structural Check"" or ""Surface Scan"". Given it's concrete surfaces, ""Structural Check"" is more fitting for identifying stains.","{""subtasks"": [{""id"": 1, ""task"": ""Structural Check Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Structural Check Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Structural Check Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Structural Check Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Inspect drainage pipes on all sides of Nalanda"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to inspect drainage pipes on ""all sides"". This implies a comprehensive scan of the building's perimeter. The ""ROUTINE"" strategy (serial scan of walls) is most appropriate.
2. Token Selection: The request specifies ""all sides,"" which translates to all four walls (AB, BC, CD, DA). Additionally, a centroid view is often included in routine scans for overall context. This gives us 4 Walls + 1 Centroid = 5 tasks. This fits within the MAX 5 subtasks limit. No pruning is necessary.
3. Formatting: Each task will be formatted with the specific action (Inspect Drainage Pipes), the geometric element (Wall AB, Corner A, etc.), and the target building name (""... of Nalanda""). The level is ""mid"" as we are targeting specific walls and the centroid. Dependencies will be sequential for the walls, with the centroid depending on the last wall.","{""subtasks"": [{""id"": 1, ""task"": ""Inspect drainage pipes on Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Inspect drainage pipes on Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Inspect drainage pipes on Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Inspect drainage pipes on Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Monitor all Nalanda walls for rising damp"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to ""Monitor all Nalanda walls"". This implies a comprehensive scan of the building's perimeter. The ""ROUTINE"" strategy (serial scan of walls) is most appropriate.
2. Token Selection: The building is rectangular, so it has 4 walls (AB, BC, CD, DA). The request specifically mentions ""walls"", so we will focus on those. A centroid view is also a good addition for overall monitoring. This gives us 4 walls + 1 centroid = 5 tasks. This fits within the MAX 5 subtasks limit.
3. Formatting: Each task will end with ""... of Nalanda"". The verb will be ""Monitor"" as requested.","{""subtasks"": [{""id"": 1, ""task"": ""Monitor Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Monitor Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Monitor Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Monitor Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Monitor Centroid of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Scan for graffiti tags on entire Nalanda perimeter"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to scan the ""entire Nalanda perimeter"" for graffiti. This implies a comprehensive scan of all walls. The ""ROUTINE"" strategy (serial scan of walls + centroid) is most appropriate.
2. Token Selection: A perimeter scan typically involves checking all walls. For a rectangular building, this means 4 walls. Additionally, an overhead view of the centroid is useful for overall context and to ensure no tags are missed on upper sections or roofs. This results in 5 tasks: Wall AB, Wall BC, Wall CD, Wall DA, and Centroid. This fits within the MAX 5 subtasks limit.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verbs should be specific. ""Scan"" is appropriate for graffiti detection.","{""subtasks"": [{""id"": 1, ""task"": ""Scan Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Scan Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Scan Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Scan Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Check all Nalanda external doors for seal integrity"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to check ""all Nalanda external doors"". Doors are typically located on walls. This implies a need to inspect specific walls. A ""Routine"" strategy focusing on walls seems appropriate.
2. Token Selection: The task implies checking specific sections of the building, likely the walls where doors would be. The context provides wall identifiers (mid_AB, mid_BC, mid_CD, mid_DA). Checking all four walls is a logical decomposition. This results in 4 subtasks. This fits within the MAX 5 subtasks limit.
3. Formatting: Each subtask needs to end with ""... of Nalanda"". The verb ""check"" can be refined to ""Inspect"" for clarity.","{""subtasks"": [{""id"": 1, ""task"": ""Inspect Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Inspect Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Inspect Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Inspect Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}]}"
"{""task"": ""Inspect all Nalanda wall-mounted AC units"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The task is to inspect ""all Nalanda wall-mounted AC units"". This implies a need to cover all sides of the building where AC units might be located. A ""ROUTINE"" strategy, scanning all walls, is most appropriate.
2. Token Selection: A rectangular building has 4 walls. The task is specific to AC units, which are typically mounted on walls. Therefore, scanning each wall is necessary. We will also include a centroid scan for overall situational awareness, as per the ""ROUTINE"" strategy's typical composition. This results in 4 wall scans + 1 centroid scan = 5 subtasks. This fits within the MAX 5 subtasks limit.
3. Formatting: Each subtask will be formatted with the appropriate verb (""Inspect""), the object (""AC units on Wall X""), and end with ""... of Nalanda"". The level will be ""mid"" as we are targeting specific features on the building's exterior. Dependencies will be sequential for the walls, with the centroid scan depending on the last wall scan.","{""subtasks"": [{""id"": 1, ""task"": ""Inspect AC units on Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Inspect AC units on Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Inspect AC units on Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Inspect AC units on Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Survey all Nalanda facades for bird nesting"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to ""Survey all Nalanda facades"". This implies a comprehensive scan of the building's exterior. The ""Routine"" strategy (serial scan of walls + centroid) is most appropriate for this.
2. Token Selection: A rectangular building has 4 walls and a centroid. This totals 5 subtasks, which fits the MAX 5 subtasks rule. No pruning is necessary.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verbs should be specific to surveying.","{""subtasks"": [{""id"": 1, ""task"": ""Scan Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Scan Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Scan Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Scan Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Scan entire Nalanda shell for heat leaks"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to ""Scan entire Nalanda shell for heat leaks"" at a ""high"" level. This implies a comprehensive scan of the building's exterior. The ""ROUTINE"" strategy (serial scan of walls + centroid) is most appropriate for a full scan.
2. Token Selection: A full scan typically involves checking all walls and the centroid. The building is rectangular, so there are 4 walls (AB, BC, CD, DA) and a centroid. This totals 5 tasks. This fits within the MAX 5 subtasks limit.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verb should be ""Thermal Scan"" as the task is about ""heat leaks"".","{""subtasks"": [{""id"": 1, ""task"": ""Thermal Scan Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Thermal Scan Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Thermal Scan Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Thermal Scan Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Check plaster condition on all four Nalanda elevations"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request asks for ""plaster condition on all four Nalanda elevations"". This implies a comprehensive scan of the building's exterior. The ""ROUTINE"" strategy (serial scan of walls + centroid) is most appropriate.
2. Token Selection: The request specifies ""all four elevations"", which directly maps to the four walls (AB, BC, CD, DA). Additionally, a centroid view is standard for a routine scan. This results in 5 tasks: 4 walls + 1 centroid. This fits within the MAX 5 subtasks limit.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verbs should be specific. ""Check plaster condition"" can be translated to ""Structural Check"" for walls and ""Overhead View"" for the centroid.","{""subtasks"": [{""id"": 1, ""task"": ""Structural Check Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Structural Check Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Structural Check Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Structural Check Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Inspect all signage mounted on Nalanda walls"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to inspect ""all signage mounted on Nalanda walls"". This implies a comprehensive check of the building's perimeter. The ""ROUTINE"" strategy (serial scan of walls and centroid) is most appropriate.
2. Token Selection: A full scan of a rectangular building typically involves checking its four walls and the centroid. This results in 5 tasks (4 walls + 1 centroid). This fits within the MAX 5 subtasks limit.
3. Formatting: Each task will be formatted to include the specific wall or centroid and end with ""... of Nalanda"". The verb ""Scan"" will be used for walls, and ""Overhead Centroid View"" for the centroid.","{""subtasks"": [{""id"": 1, ""task"": ""Scan Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Scan Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Scan Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Scan Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Monitor all Nalanda walls for vibration cracks"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to ""Monitor all Nalanda walls for vibration cracks"". This implies a comprehensive scan of the building's perimeter. The ""high"" level suggests a routine scan. Therefore, the ""ROUTINE"" strategy is most appropriate.
2. Token Selection: The ROUTINE strategy typically involves scanning all walls and the centroid. A rectangular building has 4 walls. This would result in 4 wall scans + 1 centroid scan = 5 tasks. This fits within the MAX 5 subtasks limit.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verbs should be specific. ""Monitor"" can be translated to ""Structural Check"" for cracks.","{""subtasks"": [{""id"": 1, ""task"": ""Structural Check Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Structural Check Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Structural Check Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Structural Check Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
